main_uberon_id,mesh_ids,umls_ids
UBERON:0002771,,"C0152310 {source=""BIRNLEX:1653""}"
UBERON:0002772,,"C0228205 {source=""BIRNLEX:1655"", source=""ncithesaurus:Olfactory_Sulcus""},C1281082 {source=""BIRNLEX:1655""}"
UBERON:0002773,,"C0262198 {source=""BIRNLEX:1657""}"
UBERON:0002774,,"C0262320 {source=""BIRNLEX:1661""}"
UBERON:0002775,,"C0228447 {source=""BIRNLEX:1666""}"
UBERON:0002776,"D020651 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0228333 {source=""BIRNLEX:1669""}"
UBERON:0002779,,"C0175429 {source=""BIRNLEX:1675""}"
UBERON:0002781,,"C0175287 {source=""BIRNLEX:1681""}"
UBERON:0002782,,"C0175430 {source=""BIRNLEX:1682""}"
UBERON:0002783,,"C0228443 {source=""BIRNLEX:1683""}"
UBERON:0002786,,"C0175450 {source=""BIRNLEX:1689""}"
UBERON:0002787,,"C0175448 {source=""BIRNLEX:1690""}"
UBERON:0002788,D020643,"C0228316 {source=""BIRNLEX:1692""}"
UBERON:0002790,,"C0175454 {source=""BIRNLEX:1698""}"
UBERON:0002792,,"C0581620 {source=""BIRNLEX:1704""},C0581621 {source=""ncithesaurus:Lumbar_Spinal_Cord""},C1278838 {source=""BIRNLEX:1704""}"
UBERON:0002793,,"C0262223 {source=""BIRNLEX:1707""}"
UBERON:0002794,,"C0228440 {source=""BIRNLEX:1708""}"
UBERON:0002795,,"C0149546 {source=""BIRNLEX:1716""}"
UBERON:0002796,,"C0228707 {source=""BIRNLEX:1717""}"
UBERON:0002797,,"C0175459 {source=""BIRNLEX:1718""}"
UBERON:0002798,,"C0152380 {source=""BIRNLEX:1719""}"
UBERON:0002799,,"C0262240 {source=""BIRNLEX:1724""}"
UBERON:0002800,,"C0228456 {source=""BIRNLEX:1725""}"
UBERON:0002802,,"C1281960 {source=""BIRNLEX:1728""}"
UBERON:0002803,,"C1281959 {source=""BIRNLEX:1729""}"
UBERON:0002806,,"C1281963 {source=""BIRNLEX:1782""}"
UBERON:0002807,,"C1281962 {source=""BIRNLEX:1783""}"
UBERON:0002808,,"C1281971 {source=""BIRNLEX:1784""}"
UBERON:0002809,,"C1281970 {source=""BIRNLEX:1785""}"
UBERON:0002810,,"C1281954 {source=""BIRNLEX:1786""}"
UBERON:0002811,,"C1281955 {source=""BIRNLEX:1787""}"
UBERON:0002812,,"C0228176 {source=""ncithesaurus:Left_Cerebral_Hemisphere""}"
UBERON:0002813,,"C0228175 {source=""ncithesaurus:Right_Cerebral_Hemisphere""}"
UBERON:0002819,,"C0458764 {source=""BIRNLEX:2557""},C0458765 {source=""BIRNLEX:2555""},C1184827 {source=""BIRNLEX:2523""}"
UBERON:0002820,,"C1184862 {source=""BIRNLEX:2528""}"
UBERON:0002822,,"C0934637 {source=""BIRNLEX:2542""}"
UBERON:0002823,,"C0929757 {source=""BIRNLEX:2544""},C0929760 {source=""BIRNLEX:2544""}"
UBERON:0002824,,"C0036286 {source=""BIRNLEX:2549"", source=""ncithesaurus:Vestibular_Ganglion""},C0446706 {source=""BIRNLEX:2549""}"
UBERON:0002825,,"C1186166 {source=""BIRNLEX:2551""}"
UBERON:0002826,,"C1186167 {source=""BIRNLEX:2552""}"
UBERON:0002827,,"C0037959 {source=""BIRNLEX:2564""}"
UBERON:0002828,,"C0175500 {source=""BIRNLEX:2567""}"
UBERON:0002829,,"C0175499 {source=""BIRNLEX:2569"", source=""ncithesaurus:Dorsal_Cochlear_Nucleus""},C1281210 {source=""BIRNLEX:2569""}"
UBERON:0002830,,"C0926557 {source=""BIRNLEX:2572""}"
UBERON:0002831,,"C0926558 {source=""BIRNLEX:2573""}"
UBERON:0002832,,"C0228437 {source=""BIRNLEX:2576""},C1289449 {source=""BIRNLEX:2576""}"
UBERON:0002834,,"C0457466 {source=""BIRNLEX:2599""}"
UBERON:0002835,,"C0457467 {source=""BIRNLEX:2600""}"
UBERON:0002836,,"C0457468 {source=""BIRNLEX:2601""}"
UBERON:0002837,,"C0457469 {source=""BIRNLEX:2602""}"
UBERON:0002838,,"C0501468 {source=""BIRNLEX:2603""}"
UBERON:0002839,,"C0501693 {source=""BIRNLEX:2604""}"
UBERON:0002840,,"C0501694 {source=""BIRNLEX:2605""}"
UBERON:0002841,,"C0501695 {source=""BIRNLEX:2606""}"
UBERON:0002842,,"C0501696 {source=""BIRNLEX:2607""}"
UBERON:0002843,,"C0501737 {source=""BIRNLEX:2609""}"
UBERON:0002844,,"C0501738 {source=""BIRNLEX:2610""}"
UBERON:0002845,,"C0501699 {source=""BIRNLEX:2611""}"
UBERON:0002846,,"C0501700 {source=""BIRNLEX:2612""}"
UBERON:0002847,,"C0501701 {source=""BIRNLEX:2613""}"
UBERON:0002848,,"C0501703 {source=""BIRNLEX:2615""}"
UBERON:0002849,,"C0501704 {source=""BIRNLEX:2616""}"
UBERON:0002850,,"C0501705 {source=""BIRNLEX:2617""}"
UBERON:0002851,,"C0501706 {source=""BIRNLEX:2618""}"
UBERON:0002852,,"C0501707 {source=""BIRNLEX:2619""}"
UBERON:0002853,,"C0501708 {source=""BIRNLEX:2620""}"
UBERON:0002854,,"C0501709 {source=""BIRNLEX:2621""}"
UBERON:0002855,,"C0501710 {source=""BIRNLEX:2622""}"
UBERON:0002856,,"C0501714 {source=""BIRNLEX:2623""}"
UBERON:0002857,,"C0501713 {source=""BIRNLEX:2624""}"
UBERON:0002858,,"C0501715 {source=""BIRNLEX:2625""}"
UBERON:0002859,,"C0501717 {source=""BIRNLEX:2627""}"
UBERON:0002860,,"C0501720 {source=""BIRNLEX:2628""}"
UBERON:0002861,,"C0501721 {source=""BIRNLEX:2629""}"
UBERON:0002862,,"C0501722 {source=""BIRNLEX:2630""}"
UBERON:0002863,,"C0501724 {source=""BIRNLEX:2632""}"
UBERON:0002864,,"C0152397 {source=""BIRNLEX:2634""}"
UBERON:0002865,,"C0228544 {source=""BIRNLEX:2635""}"
UBERON:0002866,D014275,"C0040994 {source=""BIRNLEX:2637""}"
UBERON:0002867,,"C0262207 {source=""BIRNLEX:2638""}"
UBERON:0002868,,"C0175528 {source=""BIRNLEX:2639""}"
UBERON:0002869,,"C0175530 {source=""BIRNLEX:2641""}"
UBERON:0002870,,"C0152401 {source=""BIRNLEX:2642""},C0926535 {source=""ncithesaurus:Dorsal_Nucleus_of_the_Vagus_Nerve""}"
UBERON:0002871,,"C0228802 {source=""BIRNLEX:2644"", source=""ncithesaurus:Hypoglossal_Nucleus""}"
UBERON:0002872,,"C0175534 {source=""BIRNLEX:2645""}"
UBERON:0002873,,"C0175418 {source=""BIRNLEX:2646""}"
UBERON:0002874,,"C0262271 {source=""BIRNLEX:2647""}"
UBERON:0002875,,"C0262288 {source=""BIRNLEX:2648""}"
UBERON:0002876,,"C0152398 {source=""BIRNLEX:2654"", source=""BIRNLEX:2651""},C1289504 {source=""BIRNLEX:2654"", source=""BIRNLEX:2651""}"
UBERON:0002879,,"C0262307 {source=""BIRNLEX:2655""}"
UBERON:0002880,,"C0175532 {source=""BIRNLEX:2656""}"
UBERON:0002881,,"C0228552 {source=""BIRNLEX:2657""}"
UBERON:0002882,,"C0175538 {source=""BIRNLEX:2658""}"
UBERON:0002883,"D066274 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0175219 {source=""BIRNLEX:2682""}"
UBERON:0002884,,"C0262259 {source=""BIRNLEX:2683""}"
UBERON:0002885,,"C0175223 {source=""BIRNLEX:2686""}"
UBERON:0002886,,"C0175221 {source=""BIRNLEX:2687""}"
UBERON:0002887,,"C0175222 {source=""BIRNLEX:2692""}"
UBERON:0002888,,"C0694601 {source=""BIRNLEX:2695""}"
UBERON:0002889,,"C1134422 {source=""BIRNLEX:2696""}"
UBERON:0002890,,"C0175215 {source=""BIRNLEX:2698""}"
UBERON:0002891,,"C0175216 {source=""BIRNLEX:2700""}"
UBERON:0002892,,"C0175217 {source=""BIRNLEX:2701""}"
UBERON:0002893,,"C0175218 {source=""BIRNLEX:2702""}"
UBERON:0002894,D066194,"C0162434 {source=""BIRNLEX:2707""}"
UBERON:0002895,"D018728 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0002896,,"C0262340 {source=""BIRNLEX:4001""}"
UBERON:0002897,,"C0228153 {source=""ncithesaurus:Lamina_Terminalis_Cistern"", source=""BIRNLEX:4002""}"
UBERON:0002898,,"C0228152 {source=""ncithesaurus:Chiasmatic_Cistern"", source=""BIRNLEX:4003""}"
UBERON:0002899,,"C0228251 {source=""ncithesaurus:Hippocampal_Fissure"", source=""BIRNLEX:4004""}"
UBERON:0002900,,"C0262348 {source=""BIRNLEX:4013""}"
UBERON:0002901,,"C0262311 {source=""BIRNLEX:4015""}"
UBERON:0002902,,"C0228217 {source=""BIRNLEX:4016""}"
UBERON:0002903,,"C0262278 {source=""ncithesaurus:Lunate_Sulcus"", source=""BIRNLEX:4017""}"
UBERON:0002904,,"C0228229 {source=""BIRNLEX:4018"", source=""ncithesaurus:Lateral-occipital_Sulcus""},C1289641 {source=""BIRNLEX:4018""}"
UBERON:0002905,,"C0694595 {source=""BIRNLEX:4019""}"
UBERON:0002906,,"C0262194 {source=""BIRNLEX:4023""}"
UBERON:0002907,,"C0262337 {source=""BIRNLEX:4025""}"
UBERON:0002908,,"C0228216 {source=""BIRNLEX:4026""},C1281079 {source=""BIRNLEX:4026""}"
UBERON:0002909,,"C0262318 {source=""BIRNLEX:4027""}"
UBERON:0002910,,"C0262310 {source=""BIRNLEX:4028""}"
UBERON:0002911,,"C0228265 {source=""BIRNLEX:4029""},C1284612 {source=""BIRNLEX:4029""}"
UBERON:0002912,,"C0259792 {source=""BIRNLEX:4030""}"
UBERON:0002913,,"C0228213 {source=""BIRNLEX:4031"", source=""ncithesaurus:Intraparietal_Sulcus""},C1281069 {source=""BIRNLEX:4031""}"
UBERON:0002914,,"C0262256 {source=""BIRNLEX:4032""}"
UBERON:0002915,,"C0228212 {source=""ncithesaurus:Postcentral_Sulcus"", source=""BIRNLEX:4033""},C1281070 {source=""BIRNLEX:4033""}"
UBERON:0002916,,"C0228188 {source=""ncithesaurus:Central_Sulcus_of_Rolando"", source=""BIRNLEX:4035""},C1281071 {source=""BIRNLEX:4035""}"
UBERON:0002918,,"C0175446 {source=""BIRNLEX:4038""}"
UBERON:0002919,,"C0262196 {source=""BIRNLEX:4039""}"
UBERON:0002920,,"C0262204 {source=""BIRNLEX:4040""}"
UBERON:0002921,,"C0228186 {source=""BIRNLEX:4041"", source=""ncithesaurus:Longitudinal_Fissure""}"
UBERON:0002922,,"C0228279 {source=""BIRNLEX:4042"", source=""ncithesaurus:Trigonum_Olfactorium""}"
UBERON:0002923,,"C0262316 {source=""BIRNLEX:4043""}"
UBERON:0002924,,"C0262346 {source=""BIRNLEX:4044""},C1185749 {source=""BIRNLEX:4044""}"
UBERON:0002925,D014278,"C0040999 {source=""ncithesaurus:Trigeminal_Nucleus""}"
UBERON:0002930,,"C0228403 {source=""BIRNLEX:701""}"
UBERON:0002931,,"C0262226 {source=""BIRNLEX:704""}"
UBERON:0002932,"D065833 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0152379 {source=""BIRNLEX:707""}"
UBERON:0002933,,"C0262292 {source=""BIRNLEX:712""}"
UBERON:0002934,,"C0175380 {source=""BIRNLEX:713""}"
UBERON:0002935,,"C0228335 {source=""BIRNLEX:716""}"
UBERON:0002936,,"C0175402 {source=""BIRNLEX:720""}"
UBERON:0002937,,"C0228334 {source=""BIRNLEX:722""}"
UBERON:0002938,,"C0175401 {source=""BIRNLEX:725""}"
UBERON:0002940,,"C0175236 {source=""BIRNLEX:731""}"
UBERON:0002941,,"C0152369 {source=""BIRNLEX:732""}"
UBERON:0002942,,"C0228337 {source=""BIRNLEX:737""}"
UBERON:0002943,,"C0152308 {source=""BIRNLEX:740""}"
UBERON:0002944,D013133,"C0037953 {source=""BIRNLEX:741""}"
UBERON:0002945,,"C0752056 {source=""BIRNLEX:743""}"
UBERON:0002947,,"C0149547 {source=""BIRNLEX:751""}"
UBERON:0002948,,"C0228230 {source=""BIRNLEX:758""}"
UBERON:0002949,,"C0228553 {source=""BIRNLEX:759""}"
UBERON:0002952,,"C0175455 {source=""BIRNLEX:768""}"
UBERON:0002953,,"C0152375 {source=""BIRNLEX:976""}"
UBERON:0002954,,"C0175318 {source=""BIRNLEX:777""}"
UBERON:0002955,,"C0228326 {source=""BIRNLEX:778""}"
UBERON:0002956,,"C1708253 {source=""ncithesaurus:Granular_Layer_of_the_Cerebellum""}"
UBERON:0002958,,"C0228439 {source=""BIRNLEX:781""}"
UBERON:0002959,,"C0175256 {source=""BIRNLEX:783""}"
UBERON:0002960,,"C0175384 {source=""BIRNLEX:786""}"
UBERON:0002964,,"C0175377 {source=""BIRNLEX:793""}"
UBERON:0002965,,"C0175263 {source=""BIRNLEX:794""}"
UBERON:0002967,"D006179 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0018427 {source=""BIRNLEX:798"", source=""ncithesaurus:Cingulate_Gyrus""}"
UBERON:0002969,,"C0228242 {source=""ncithesaurus:Inferior_Temporal_Sulcus"", source=""BIRNLEX:800""}"
UBERON:0002970,,"C0175378 {source=""BIRNLEX:803""}"
UBERON:0002971,,"C0175432 {source=""BIRNLEX:804""}"
UBERON:0002972,,"C0228351 {source=""BIRNLEX:805""},C0920328 {source=""ncithesaurus:Centromedian_Nucleus_of_the_Thalamus""}"
UBERON:0002973,D020534,"C0228249 {source=""BIRNLEX:807"", source=""ncithesaurus:Parahippocampal_Gyrus""}"
UBERON:0002974,,"C0228469 {source=""BIRNLEX:810""},C1289474 {source=""BIRNLEX:810""},C1709064 {source=""ncithesaurus:Molecular_Layer_of_the_Cerebellum""}"
UBERON:0002975,,"C0175379 {source=""BIRNLEX:813""}"
UBERON:0002976,,"C0175431 {source=""BIRNLEX:814""}"
UBERON:0002977,,"C0262351 {source=""BIRNLEX:816""}"
UBERON:0002978,,"C0175280 {source=""BIRNLEX:817""}"
UBERON:0002979,,"C0228469 {source=""BIRNLEX:818""},C1289475 {source=""BIRNLEX:818""},C1709776 {source=""ncithesaurus:Purkinje_Cell_Layer_of_the_Cerebellum""}"
UBERON:0002980,,"C0262296 {source=""BIRNLEX:823""}"
UBERON:0002981,D020649,"C0152347 {source=""BIRNLEX:824""}"
UBERON:0002982,,"C0228346 {source=""BIRNLEX:830""}"
UBERON:0002983,,"C0228341 {source=""ncithesaurus:Lateral_Posterior_Nucleus_of_the_Thalamus"", source=""BIRNLEX:835""}"
UBERON:0002984,,"C0228342 {source=""BIRNLEX:838""}"
UBERON:0002985,,"C0175295 {source=""BIRNLEX:845""}"
UBERON:0002987,,"C0175561 {source=""BIRNLEX:848""}"
UBERON:0002990,,"C0228375 {source=""BIRNLEX:855""},C1289566 {source=""BIRNLEX:855""}"
UBERON:0002991,,"C0228379 {source=""BIRNLEX:859""}"
UBERON:0002992,,"C0175252 {source=""BIRNLEX:860""}"
UBERON:0002996,,"C0175356 {source=""BIRNLEX:868""}"
UBERON:0002998,,"C0152298 {source=""BIRNLEX:873"", source=""ncithesaurus:Inferior_Frontal_Convolution""}"
UBERON:0003005,,"C0262222 {source=""BIRNLEX:893""}"
UBERON:0003006,,"C0175443 {source=""BIRNLEX:894""}"
UBERON:0003007,,"C0175445 {source=""BIRNLEX:897""}"
UBERON:0003008,,"C0262221 {source=""BIRNLEX:898""}"
UBERON:0003009,,"C0152370 {source=""BIRNLEX:901""}"
UBERON:0003010,,"C0175409 {source=""BIRNLEX:902""}"
UBERON:0003011,,"C0175442 {source=""BIRNLEX:903""}"
UBERON:0003016,,"C0175340 {source=""BIRNLEX:914""}"
UBERON:0003017,D013377,"C0038589 {source=""BIRNLEX:915""}"
UBERON:0003018,,"C0175290 {source=""BIRNLEX:917""}"
UBERON:0003019,,"C0175286 {source=""BIRNLEX:918""}"
UBERON:0003020,,"C0228282 {source=""BIRNLEX:919""}"
UBERON:0003023,"D065821 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0228426 {source=""BIRNLEX:923""}"
UBERON:0003024,,"C0175289 {source=""BIRNLEX:927""}"
UBERON:0003025,,"C0175372 {source=""BIRNLEX:929""}"
UBERON:0003026,,"C0175299 {source=""BIRNLEX:931""}"
UBERON:0003027,,"C0598179 {source=""ncithesaurus:Cingulate_Cortex"", source=""BIRNLEX:934""}"
UBERON:0003028,,"C0152367 {source=""BIRNLEX:935""}"
UBERON:0003029,,"C0175243 {source=""BIRNLEX:937""}"
UBERON:0003030,,"C0262315 {source=""BIRNLEX:939"", source=""ncithesaurus:Posterior_Nucleus_of_the_Thalamus""}"
UBERON:0003031,,"C0175301 {source=""BIRNLEX:946""}"
UBERON:0003033,,"C0152346 {source=""BIRNLEX:953""}"
UBERON:0003034,,"C0752053 {source=""BIRNLEX:956""}"
UBERON:0003036,,"C0228355 {source=""BIRNLEX:961""}"
UBERON:0003038,,"C0581620 {source=""ncithesaurus:Thoracic_Spinal_Cord"", source=""BIRNLEX:966""}"
UBERON:0003040,D010487,"C0228398 {source=""BIRNLEX:973""}"
UBERON:0003041,,"C0175452 {source=""BIRNLEX:974""}"
UBERON:0003043,,"C0175210 {source=""BIRNLEX:977""}"
UBERON:0003044,"D000083382 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0228271 {source=""BIRNLEX:983""}"
UBERON:0003046,,"C0175456 {source=""BIRNLEX:991""}"
UBERON:0003051,,"C1518678 {source=""ncithesaurus:Otic_Vesicle""}"
UBERON:0003055,,"C1518973 {source=""ncithesaurus:Periderm""}"
UBERON:0003060,,"C1283945 {source=""ncithesaurus:Pronephric_Duct""}"
UBERON:0003061,,"C1511224 {source=""ncithesaurus:Blood_Island""}"
UBERON:0003062,D020897,"C1283999 {source=""ncithesaurus:Primitive_Node""}"
UBERON:0003064,,"C1284010 {source=""ncithesaurus:Intermediate_Mesoderm""}"
UBERON:0003069,,"C1518677 {source=""ncithesaurus:Otic_Placodes""}"
UBERON:0003072,,"C0231109 {source=""ncithesaurus:Optic_Cup""}"
UBERON:0003073,,"C1517770 {source=""ncithesaurus:Lens_Placodes""}"
UBERON:0003074,D014928,"C0043204 {source=""ncithesaurus:Mesonephric_Duct""}"
UBERON:0003075,"D054258 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0920623 {source=""ncithesaurus:Neural_Plate""}"
UBERON:0003077,,"C1284009 {source=""ncithesaurus:Paraxial_Mesoderm""}"
UBERON:0003081,,"C1517749 {source=""ncithesaurus:Lateral_Mesoderm""}"
UBERON:0003082,,"C1513802 {source=""ncithesaurus:Myotome_Region""}"
UBERON:0003084,,"C1514450 {source=""ncithesaurus:Primordium_of_the_Heart""}"
UBERON:0003087,,"C0231086 {source=""ncithesaurus:Anterior_Cardinal_Vein""}"
UBERON:0003089,,"C0183176 {source=""ncithesaurus:Sclerotome""}"
UBERON:0003091,,"C1519512 {source=""ncithesaurus:Thyroid_Primordium""}"
UBERON:0003092,D014460,
UBERON:0003098,,"C0231107 {source=""ncithesaurus:Optic_Stalk""}"
UBERON:0003104,,"C0162415 {source=""ncithesaurus:Mesenchyme""}"
UBERON:0003124,D002823,"C0008503 {source=""ncithesaurus:Chorion""},C1516505 {source=""ncithesaurus:Chorionic_Sac""}"
UBERON:0003125,D014817,
UBERON:0003126,D014132,"C0040578 {source=""ncithesaurus:Trachea""}"
UBERON:0003128,"D012886 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0003129,D012886,"C0037303 {source=""ncithesaurus:Skull""}"
UBERON:0003133,D005835,"C0017420 {source=""ncithesaurus:Genitalia""}"
UBERON:0003143,"D011679 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0003199,,"C1571705 {source=""ncithesaurus:Follicle""}"
UBERON:0003209,"D049428 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0003215,,"C0034051 {source=""ncithesaurus:Alveolus""}"
UBERON:0003216,D021362,"C0226901 {source=""ncithesaurus:Hard_Palate""}"
UBERON:0003217,,"C0447640 {source=""BIRNLEX:941""}"
UBERON:0003221,,"C0222682 {source=""ncithesaurus:Phalanx""}"
UBERON:0003244,,"C0596882 {source=""ncithesaurus:Mammary_Epithelium""}"
UBERON:0003267,,"C1710581 {source=""ncithesaurus:Upper_Jaw_Tooth""}"
UBERON:0003268,,"C1708757 {source=""ncithesaurus:Lower_Jaw_Tooth""}"
UBERON:0003292,,"C0037938 {source=""ncithesaurus:Spinal_Meninges""}"
UBERON:0003342,,"C0227414 {source=""ncithesaurus:Anal_Mucosa""}"
UBERON:0003357,,"C1710436 {source=""ncithesaurus:Tongue_Epithelium""}"
UBERON:0003387,,"C1710458 {source=""ncithesaurus:Trachea_Smooth_Muscle_Tissue""}"
UBERON:0003425,,"C2699031 {source=""ncithesaurus:Renal_Lymph_Node""}"
UBERON:0003450,,"C1710579 {source=""ncithesaurus:Upper_Jaw_Incisor""}"
UBERON:0003451,,"C1708755 {source=""ncithesaurus:Lower_Jaw_Incisor""}"
UBERON:0003460,"D050280 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}",
UBERON:0003462,"D005147 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0015455 {source=""ncithesaurus:Facial_Bone""}"
UBERON:0003464,,"C0448188 {source=""ncithesaurus:Bone_of_the_Lower_Extremity""}"
UBERON:0003472,,"C0226246 {source=""ncithesaurus:Cerebellar_Artery""}"
UBERON:0003473,D013895,
UBERON:0003474,D008576,
UBERON:0003483,D013950,"C1515429 {source=""ncithesaurus:Thymic_Lymphoid_Tissue""}"
UBERON:0003501,D012171,
UBERON:0003528,,"C1707348 {source=""ncithesaurus:Cerebral_Gray_Matter""}"
UBERON:0003530,,"C1708089 {source=""ncithesaurus:Foot_Digit_Skin""}"
UBERON:0003531,,"C0222212 {source=""ncithesaurus:Skin_of_the_Upper_Limb_and_Shoulder""}"
UBERON:0003532,,"C0222268 {source=""ncithesaurus:Skin_of_the_Lower_Limb_and_Hip""}"
UBERON:0003533,,"C1708318 {source=""ncithesaurus:Hand_Digit_Skin""}"
UBERON:0003536,,"C1709958 {source=""ncithesaurus:Right_Lung_Alveolar_Duct""}"
UBERON:0003537,,"C1708672 {source=""ncithesaurus:Left_Lung_Alveolar_Duct""}"
UBERON:0003538,,"C0225670 {source=""ncithesaurus:Right_Lung_Bronchiole""}"
UBERON:0003539,,"C0225674 {source=""ncithesaurus:Left_Lung_Bronchiole""}"
UBERON:0003540,,"C1709961 {source=""ncithesaurus:Right_Lung_Terminal_Bronchiole""}"
UBERON:0003541,,"C1708675 {source=""ncithesaurus:Left_Lung_Terminal_Bronchiole""}"
UBERON:0003542,,"C1709960 {source=""ncithesaurus:Right_Lung_Respiratory_Bronchiole""}"
UBERON:0003543,,"C1708674 {source=""ncithesaurus:Left_Lung_Respiratory_Bronchiole""}"
UBERON:0003544,,"C1706995 {source=""ncithesaurus:Brain_White_Matter""}"
UBERON:0003549,,"C1706994 {source=""ncithesaurus:Brain_Pia_Mater""}"
UBERON:0003555,,"C1710148 {source=""ncithesaurus:Spinal_Cord_Pia_Mater""}"
UBERON:0003581,,"C1707989 {source=""ncithesaurus:Eyelid_Connective_Tissue""}"
UBERON:0003583,,"C1708651 {source=""ncithesaurus:Laryngeal_Connective_Tissue""}"
UBERON:0003592,,"C1707052 {source=""ncithesaurus:Bronchus_Connective_Tissue""}"
UBERON:0003603,,"C1708759 {source=""ncithesaurus:Lower_Respiratory_Tract_Cartilage""}"
UBERON:0003604,,"C1710456 {source=""ncithesaurus:Trachea_Cartilage""}"
UBERON:0003616,,"C1707053 {source=""ncithesaurus:Bronchus_Elastic_Tissue""}"
UBERON:0003620,,"C1711344 {source=""ncithesaurus:Hand_Digit_1_Phalanx""}"
UBERON:0003622,,"C0230388 {source=""ncithesaurus:Hand_Digit_2""}"
UBERON:0003623,,"C0230393 {source=""ncithesaurus:Hand_Digit_3""}"
UBERON:0003624,,"C0230398 {source=""ncithesaurus:Hand_Digit_4""}"
UBERON:0003625,,"C0230403 {source=""ncithesaurus:Hand_Digit_5""}"
UBERON:0003631,D006214,"C1708079 {source=""ncithesaurus:Foot_Digit_1""}"
UBERON:0003632,,"C1708081 {source=""ncithesaurus:Foot_Digit_2""}"
UBERON:0003633,,"C1708083 {source=""ncithesaurus:Foot_Digit_3""}"
UBERON:0003634,,"C1708085 {source=""ncithesaurus:Foot_Digit_4""}"
UBERON:0003635,,"C1708087 {source=""ncithesaurus:Foot_Digit_5""}"
UBERON:0003636,,"C1708312 {source=""ncithesaurus:Hand_Digit_2_Phalanx""}"
UBERON:0003637,,"C1708314 {source=""ncithesaurus:Hand_Digit_3_Phalanx""}"
UBERON:0003638,,"C1708316 {source=""ncithesaurus:Hand_Digit_4_Phalanx""}"
UBERON:0003639,,"C1708317 {source=""ncithesaurus:Hand_Digit_5_Phalanx""}"
UBERON:0003640,,"C1708080 {source=""ncithesaurus:Foot_Digit_1_Phalanx""}"
UBERON:0003641,,"C1708082 {source=""ncithesaurus:Foot_Digit_2_Phalanx""}"
UBERON:0003642,,"C1708084 {source=""ncithesaurus:Foot_Digit_3_Phalanx""}"
UBERON:0003645,,"C1708987 {source=""ncithesaurus:Metacarpal_Bone_Digit_1""}"
UBERON:0003646,,"C1708988 {source=""ncithesaurus:Metacarpal_Bone_Digit_2""}"
UBERON:0003647,,"C1708989 {source=""ncithesaurus:Metacarpal_Bone_Digit_3""}"
UBERON:0003648,,"C1708990 {source=""ncithesaurus:Metacarpal_Bone_Digit_4""}"
UBERON:0003649,,"C1711224 {source=""ncithesaurus:Metacarpal_Bone_Digit_5""}"
UBERON:0003650,,"C1708999 {source=""ncithesaurus:Metatarsal_Bone_Digit_1""}"
UBERON:0003651,,"C1709000 {source=""ncithesaurus:Metatarsal_Bone_Digit_2""}"
UBERON:0003652,,"C1709001 {source=""ncithesaurus:Metatarsal_Bone_Digit_3""}"
UBERON:0003653,,"C1709002 {source=""ncithesaurus:Metatarsal_Bone_Digit_4""}"
UBERON:0003654,,"C1709003 {source=""ncithesaurus:Metatarsal_Bone_Digit_5""}"
UBERON:0003655,D008963,"C0026367 {source=""ncithesaurus:Molar_Tooth""}"
UBERON:0003660,,"C1707990 {source=""ncithesaurus:Eyelid_Muscle""}"
